doc_id,entity,label
nyasatimes_61,Innocent Jumbe,PERSON
nyasatimes_61,Peter Joseph,PERSON
nyasatimes_61,RVG,ORG
nyasatimes_61,today,DATE
nyasatimes_61,Jumbe,PERSON
nyasatimes_61,Chikwawa,GPE
nyasatimes_61,15,000,CARDINAL
nyasatimes_61,58,000,CARDINAL
nyasatimes_61,37,CARDINAL
nyasatimes_61,Malawi,PERSON
nyasatimes_61,FAM,ORG
nyasatimes_61,this Friday,DATE
nyasatimes_61,Belgian,NORP
nyasatimes_61,two-year,DATE
nyasatimes_61,Malawi,ORG
nyasatimes_61,Flames,ORG
nyasatimes_61,21,CARDINAL
nyasatimes_61,two,CARDINAL
nyasatimes_61,eight,CARDINAL
nyasatimes_61,11,CARDINAL
nyasatimes_61,first,ORDINAL
nyasatimes_61,two,CARDINAL
nyasatimes_61,Flames,ORG
nyasatimes_61,Kenya 0-0,PERSON
nyasatimes_61,Flames,ORG
nyasatimes_61,one and a half years ago,DATE
nyasatimes_61,Togo’s Hawks,ORG
nyasatimes_75,this week,DATE
nyasatimes_75,The Department of Climate Change and Meteorological Services,ORG
nyasatimes_75,this week,DATE
nyasatimes_75,Jolamu Nkhokwe,PERSON
nyasatimes_75,this week,DATE
nyasatimes_75,Congo,GPE
nyasatimes_75,Nyasa Times,ORG
nyasatimes_75,Department of Disaster Management Affairs,ORG
nyasatimes_75,Chipiliro Khamula,PERSON
nyasatimes_75,Mangochi,GPE
nyasatimes_75,Nsanje,GPE
nyasatimes_75,Salima,GPE
nyasatimes_75,Karonga,GPE
nyasatimes_75,Chikwawa,ORG
mwnation_32,St Joseph’s Mission
Hospital,ORG
mwnation_32,Nguludi,NORP
mwnation_32,Chiradzulu,GPE
mwnation_32,March 7,DATE
mwnation_32,four days,DATE
mwnation_32,Fanny Kazembe,PERSON
mwnation_32,Traditional Authority,ORG
mwnation_32,Mpama,PERSON
mwnation_32,Anne
Chinaima,PERSON
mwnation_32,Chiradzulu District
Hospital,ORG
mwnation_32,Elizabeth Hospital,ORG
mwnation_32,Friday March 8,DATE
mwnation_32,Tuesday, March 14,DATE
mwnation_32,Nguludi,NORP
mwnation_32,St
Joseph’s Hospital,PERSON
mwnation_32,Sister Mercy Kanyombo,PERSON
mwnation_32,Chiradzulu District Hospital,ORG
mwnation_32,Chiradzulu
District Hospital,ORG
mwnation_32,house,ORG
mwnation_32,eight,CARDINAL
mwnation_32,seven,CARDINAL
mwnation_32,one,CARDINAL
mwnation_32,Qech,PERSON
mwnation_32,Timotheos Foundation at Ntonda,ORG
mwnation_32,Chiradzulu,GPE
mwnation_32,Mpama,ORG
mwnation_32,one,CARDINAL
mwnation_32,March 5 to March 8,DATE
mwnation_32,17,CARDINAL
mwnation_32,28,CARDINAL
mwnation_32,370,CARDINAL
mwnation_32,922 945,CARDINAL
mwnation_32,seven,CARDINAL
mwnation_32,the middle of the night,DATE
mwnation_32,Chiradzulu North,ORG
mwnation_32,Fafafa River,LOC
mwnation_32,Chiradzulu Mountain,ORG
mwnation_32,four days,DATE
mwnation_32,Fafafa River,LOC
mwnation_32,maize,PERSON
mwnation_32,seven,CARDINAL
mwnation_32,18-year-old,DATE
mwnation_32,About 992,CARDINAL
mwnation_32,Mpama,ORG
mwnation_32,six,CARDINAL
mwnation_32,Mpama,ORG
mwnation_32,Chitera,PERSON
mwnation_32,Ntchena,ORG
mwnation_32,Nkalo,ORG
mwnation_32,three,CARDINAL
mwnation_32,More than 28 381,CARDINAL
mwnation_32,DC) Malango Bottomani,ORG
mwnation_32,DC,GPE
mwnation_32,DC,GPE
nyasatimes_59,Peter Mutharika,PERSON
nyasatimes_59,Wednesday March 20 2019,DATE
nyasatimes_59,Molele,PERSON
nyasatimes_59,Thyolo,GPE
nyasatimes_59,Molele Primary School,ORG
nyasatimes_59,Traditional Authority,ORG
nyasatimes_59,Up to 91 077,CARDINAL
nyasatimes_59,Thyolo,GPE
nyasatimes_59,eight,CARDINAL
nyasatimes_59,25,CARDINAL
nyasatimes_59,59 000,CARDINAL
nyasatimes_59,Tuesday,DATE
nyasatimes_59,Mutharika,GPE
nyasatimes_59,the Social Cash Transfer and the Decent and Affordable Housing Programme,EVENT
nyasatimes_59,Chikuse,ORG
nyasatimes_59,Chikwawa District,LOC
nyasatimes_59,Monday,DATE
nyasatimes_59,afternoon,TIME
nyasatimes_59,Mutharika,GPE
nyasatimes_59,daily,DATE
nyasatimes_59,Ministry of Lands, Housing and Urban Development,ORG
nyasatimes_59,the Social Cash Transfer,ORG
nyasatimes_59,Chikuse,ORG
nyasatimes_59,Paramount,ORG
nyasatimes_59,every Traditional Authority (TA,ORG
nyasatimes_59,Mutharika,PERSON
nyasatimes_59,Lilongwe,PERSON
nyasatimes_59,today,DATE
nyasatimes_59,Lundu,ORG
nyasatimes_71,Malawi,PERSON
nyasatimes_71,K8.7,ORG
nyasatimes_71,Red Cross,ORG
nyasatimes_71,ICT,ORG
nyasatimes_71,TNM Plc,ORG
nyasatimes_71,Malawi Red Cross Society,ORG
nyasatimes_71,Sobhuza Ngwenya,PERSON
nyasatimes_71,TNM,ORG
nyasatimes_71,the State of Disaster,ORG
nyasatimes_71,14,CARDINAL
nyasatimes_71,20 kg,QUANTITY
nyasatimes_71,4.5,CARDINAL
nyasatimes_71,2 litre,QUANTITY
nyasatimes_71,2 kg,QUANTITY
nyasatimes_71,500,CARDINAL
nyasatimes_71,about 2,000,CARDINAL
nyasatimes_71,Malawi Red Cross Society,ORG
nyasatimes_71,3,CARDINAL
nyasatimes_71,Nsanje,GPE
nyasatimes_71,Chikwawa,PERSON
nyasatimes_71,Ngwenya,ORG
nyasatimes_71,TNM,ORG
nyasatimes_71,Red Cross,ORG
nyasatimes_71,TNM,ORG
nyasatimes_71,Malawi Red Cross Society,ORG
nyasatimes_71,The Red Cross,ORG
nyasatimes_71,TNM Plc,ORG
nyasatimes_71,TNM,ORG
nyasatimes_71,Malawian,NORP
nyasatimes_71,Malawi Red Cross,ORG
nyasatimes_71,Malawi Red Cross,ORG
nyasatimes_71,Programmes and Development,ORG
nyasatimes_71,Prisca Chisala,GPE
nyasatimes_71,2015,DATE
nyasatimes_71,Chisala,PERSON
nyasatimes_71,Chisala,PERSON
nyasatimes_71,TNM,ORG
nyasatimes_71,the Department of Disaster Management Affairs,ORG
nyasatimes_71,the Ministry of Homeland Security,ORG
nyasatimes_71,56,CARDINAL
nyasatimes_71,this week,DATE
nyasatimes_71,Malawi,PERSON
nyasatimes_71,Mozambique,NORP
nyasatimes_71,Cyclone Idai,PRODUCT
nyasatimes_65,Tanzania,GPE
nyasatimes_65,Malawi,PERSON
nyasatimes_65,Cyclone Idai,PRODUCT
nyasatimes_65,the United Republic of Tanzania,GPE
nyasatimes_65,donating 200 metric tons,QUANTITY
nyasatimes_65,Friday,DATE
nyasatimes_65,Malawi,ORG
nyasatimes_65,Karonga Admarc,PERSON
nyasatimes_65,Tanzanian,NORP
nyasatimes_65,Malawi,ORG
nyasatimes_65,Benedicto Martin Mashiba,PERSON
nyasatimes_65,Malawi,PERSON
nyasatimes_65,Peter Mutharika,PERSON
nyasatimes_65,March 10,DATE
nyasatimes_65,the Southern Region,LOC
nyasatimes_65,59,CARDINAL
nyasatimes_65,Malawi,PERSON
nyasatimes_65,John Pombe,PERSON
nyasatimes_65,Magufuli,GPE
nyasatimes_65,Mashiba,ORG
nyasatimes_65,the Department of Disaster Management Affairs,ORG
nyasatimes_65,Levi Manda,PERSON
nyasatimes_65,Tanzania,GPE
nyasatimes_65,13,CARDINAL
nyasatimes_65,more than 400,000,CARDINAL
nyasatimes_65,two,CARDINAL
nyasatimes_65,Manda,PERSON
nyasatimes_65,Paramount,ORG
nyasatimes_65,Karonga District,LOC
nyasatimes_64,South Africa,GPE
nyasatimes_64,Malawi,PERSON
nyasatimes_64,Peter Mutharika,PERSON
nyasatimes_64,South African,NORP
nyasatimes_64,Malawi,ORG
nyasatimes_64,Chileka Airport,FAC
nyasatimes_64,Blantyre,GPE
nyasatimes_64,Sunday,DATE
nyasatimes_64,afternoon,TIME
nyasatimes_64,South African,NORP
nyasatimes_64,Mutharika,GPE
nyasatimes_64,Malawi,PERSON
nyasatimes_64,Malawians,NORP
nyasatimes_64,2015/2016,DATE
nyasatimes_64,Llyold Muhara,PERSON
nyasatimes_64,Malawi,PERSON
nyasatimes_64,28,CARDINAL
nyasatimes_64,Chipiliro Khamula,PERSON
nyasatimes_64,Malawi’s Department of Disaster Management,ORG
nyasatimes_64,the Ministry of Homeland Security,ORG
nyasatimes_64,Sunday,DATE
nyasatimes_64,the Department of Disaster Management Affairs,ORG
nyasatimes_64,Machinga,GPE
nyasatimes_64,Chikwawa,ORG
nyasatimes_64,Zomba,PERSON
nyasatimes_64,Mulanje,PERSON
nyasatimes_64,Nsanje,ORG
nyasatimes_64,Thyolo,GPE
nyasatimes_64,Chiradzulu,GPE
nyasatimes_64,Blantyre,GPE
nyasatimes_64,Neno,GPE
nyasatimes_64,Mwanza,ORG
nyasatimes_64,Dedza,ORG
nyasatimes_64,Balaka,GPE
nyasatimes_64,Mangochi,GPE
nyasatimes_64,Over 22,000,CARDINAL
nyasatimes_64,DoDMA,ORG
nyasatimes_64,the Malawi Defence Force,ORG
nyasatimes_64,Henry Mussa,PERSON
nyasatimes_64,Parliamentarian,NORP
nyasatimes_64,Monday,DATE
nyasatimes_64,Mussa,ORG
nyasatimes_64,Chiradzulu,GPE
nyasatimes_64,3000,CARDINAL
nyasatimes_64,Chiradzulu,GPE
nyasatimes_64,3,019,CARDINAL
nyasatimes_64,the Department of Disaster Management Affairs,ORG
nyasatimes_64,Mussa,ORG
nyasatimes_64,Nicholas Dausi,PERSON
nyasatimes_64,Chiradzulu,GPE
nyasatimes_64,Chikwawa,ORG
nyasatimes_64,Mulanje,PERSON
nyasatimes_64,Zomba,PERSON
nyasatimes_70,Peter Mutharika,PERSON
nyasatimes_70,Saturday,DATE
nyasatimes_70,Mileme Primary School,ORG
nyasatimes_70,Traditional Authority,ORG
nyasatimes_70,Phalombe,GPE
nyasatimes_70,last week,DATE
nyasatimes_70,Mutharika,GPE
nyasatimes_70,the Ministry of Lands, Housing and Urban Development,ORG
nyasatimes_70,the Decent and Affordable Housing Subsidy Programme,ORG
nyasatimes_70,Cement,ORG
nyasatimes_70,Malata Subsidy,PERSON
nyasatimes_70,Malawi,PERSON
nyasatimes_70,Africa,LOC
nyasatimes_70,Mutharika,GPE
nyasatimes_70,the United Nations,ORG
nyasatimes_70,Commission of Enquiry,ORG
nyasatimes_70,this week,DATE
nyasatimes_70,the Supreme Court of Appeal,ORG
nyasatimes_70,Malawian,NORP
nyasatimes_70,South Africa,GPE
nyasatimes_70,America,GPE
nyasatimes_70,“The US Government,ORG
nyasatimes_70,Malawi,PERSON
nyasatimes_70,K146 million,CARDINAL
nyasatimes_70,South Africa,GPE
nyasatimes_70,Kaleso,ORG
nyasatimes_70,one,CARDINAL
nyasatimes_70,18,CARDINAL
nyasatimes_70,Kaleso,ORG
nyasatimes_70,Malawi Red Cross Society,ORG
nyasatimes_70,Sawa Group,ORG
nyasatimes_70,the Indian Community,ORG
nyasatimes_70,Kaleso,ORG
nyasatimes_70,At least 21,CARDINAL
nyasatimes_70,870,CARDINAL
nyasatimes_70,96,CARDINAL
nyasatimes_70,026,CARDINAL
nyasatimes_70,Phalombe,GPE
nyasatimes_70,Traditional Authority,ORG
nyasatimes_70,Jenala,PERSON
nyasatimes_70,Mutharika,GPE
nyasatimes_70,Malawians,NORP
nyasatimes_58,Ben Phiri,PERSON
nyasatimes_58,Ben Phiri,PERSON
nyasatimes_58,Saturday,DATE
nyasatimes_58,Malawi,PERSON
nyasatimes_58,56,CARDINAL
nyasatimes_58,577,CARDINAL
nyasatimes_58,three,CARDINAL
nyasatimes_58,184,589,CARDINAL
nyasatimes_58,16,545,CARDINAL
nyasatimes_58,Khonjeni,PERSON
nyasatimes_58,Chilammwera,PERSON
nyasatimes_58,Phiri,ORG
nyasatimes_58,Malawians,NORP
nyasatimes_58,one,CARDINAL
nyasatimes_58,Phiri,ORG
nyasatimes_58,the Democratic Progressive Party,ORG
nyasatimes_58,DPP).He,ORG
nyasatimes_58,almost 1400,CARDINAL
nyasatimes_58,Group Village Head,ORG
nyasatimes_58,GVH,ORG
nyasatimes_58,Nkolokosa of Nkolokosa 1,ORG
nyasatimes_58,2,CARDINAL
nyasatimes_58,3,CARDINAL
nyasatimes_58,Mchilamwera,PERSON
nyasatimes_58,about 106,CARDINAL
nyasatimes_58,Phiri,PERSON
nyasatimes_58,first,ORDINAL
nyasatimes_58,GVH Makombe,PERSON
nyasatimes_58,Khonjeni,NORP
nyasatimes_58,Traditional Authority Kapiti,ORG
nyasatimes_58,Phiri,PERSON
nyasatimes_58,one,CARDINAL
nyasatimes_58,Alesi Liston,PERSON
nyasatimes_58,20,DATE
malawi24_133,Malawi Congress Party,ORG
malawi24_133,MCP,ORG
malawi24_133,Lazarus Chakwera,PERSON
malawi24_133,Ready and Steady,WORK_OF_ART
malawi24_133,Crossroads Hotel,FAC
malawi24_133,Lilongwe,GPE
malawi24_133,K3 million,CARDINAL
malawi24_133,Chakwera,PERSON
malawi24_133,Nsanje,ORG
malawi24_133,Chikwawa,GPE
malawi24_133,Neno,ORG
malawi24_133,Balaka,GPE
malawi24_133,Mangochi,GPE
malawi24_133,Malawians,NORP
malawi24_133,MCP,ORG
malawi24_133,Malawians,NORP
malawi24_133,Mkaka,PERSON
malawi24_133,first,ORDINAL
malawi24_133,MCP,ORG
malawi24_133,first,ORDINAL
malawi24_133,May 21.He,DATE
malawi24_133,Malawians,NORP
malawi24_133,MCP,ORG
malawi24_133,Agriculture Development Bank,ORG
malawi24_133,Masintha Ground,FAC
times.mw_67,House,ORG
times.mw_67,2,CARDINAL
times.mw_67,Yohane Symon,PERSON
times.mw_67,Two,CARDINAL
times.mw_67,Mangochi District,LOC
times.mw_67,Saturday,DATE
times.mw_67,night,TIME
times.mw_67,Mangochi District Commissioner,LOC
times.mw_67,53-year-old,DATE
times.mw_67,six-year-old,DATE
times.mw_67,Rose Ayami,PERSON
times.mw_67,Msinje Village,GPE
times.mw_67,Traditional Authority,ORG
times.mw_67,two,CARDINAL
times.mw_67,19,CARDINAL
times.mw_67,November 2018.“It,DATE
times.mw_67,two,CARDINAL
times.mw_67,one,CARDINAL
times.mw_67,Chimphepo,ORG
times.mw_67,Koche Health Centre,ORG
times.mw_67,two,CARDINAL
times.mw_67,Homeland Security,ORG
times.mw_67,Nicholas Dausi,PERSON
times.mw_67,Disaster Management Affairs,ORG
times.mw_67,Last week,DATE
times.mw_67,two,CARDINAL
times.mw_67,over 176,CARDINAL
malawi24_20,Nsanje,NORP
malawi24_20,years,DATE
malawi24_20,Malawi,PERSON
malawi24_20,This year,DATE
malawi24_20,56,CARDINAL
malawi24_20,2012,DATE
malawi24_20,10,CARDINAL
malawi24_20,3million,MONEY
malawi24_20,2015,DATE
malawi24_20,1,CARDINAL
malawi24_20,101,CARDINAL
malawi24_20,264,CARDINAL
malawi24_20,230,CARDINAL
malawi24_20,000,CARDINAL
malawi24_20,over 170,CARDINAL
malawi24_20,172,CARDINAL
malawi24_20,$335 million,MONEY
malawi24_20,$494 million,MONEY
malawi24_20,this year,DATE
malawi24_20,the Department of Meteorology and Climate Change,ORG
malawi24_20,Kwacha,ORG
malawi24_20,the decades,DATE
malawi24_20,2018,DATE
malawi24_20,MK290 million,CARDINAL
malawi24_20,Shire River Basin Management Programme BRL,FAC
malawi24_20,823 meter,QUANTITY
malawi24_20,Nkhande,LOC
malawi24_20,Nsanje,GPE
malawi24_20,Malawi,ORG
malawi24_20,Saulos Chilima,PERSON
malawi24_20,Anati,NORP
malawi24_20,Each year,DATE
malawi24_20,billions,CARDINAL
malawi24_20,billions,CARDINAL
malawi24_20,the decades,DATE
malawi24_20,Malawi,ORG
malawi24_20,Chikwawa,PERSON
malawi24_20,Nsanje,ORG
malawi24_20,Malawi Government,ORG
malawi24_20,Malawi,GPE
nyasatimes_66,K10,ORG
nyasatimes_66,World Vision Malawi,ORG
nyasatimes_66,Petroleum Importers Limited,ORG
nyasatimes_66,K10 million,CARDINAL
nyasatimes_66,World Vision Malawi,ORG
nyasatimes_66,PIL General,ORG
nyasatimes_66,Enwell Kadango,PERSON
nyasatimes_66,World Vision,ORG
nyasatimes_66,the past few weeks,DATE
nyasatimes_66,Malawians,NORP
nyasatimes_66,Operations,ORG
nyasatimes_66,Charles Chimombo,PERSON
nyasatimes_66,Mozambique,NORP
nyasatimes_66,Malawi,PERSON
nyasatimes_66,5 March,DATE
nyasatimes_66,75,CARDINAL
nyasatimes_66,56,CARDINAL
nyasatimes_66,577,CARDINAL
nyasatimes_66,Malawi,ORG
nyasatimes_72,Malawi,GPE
nyasatimes_72,Lilongwe,GPE
nyasatimes_72,Lilongwe,GPE
nyasatimes_72,Bridges,PERSON
nyasatimes_72,Chipasula,GPE
nyasatimes_72,Kawale,GPE
nyasatimes_72,Chidzanja,ORG
nyasatimes_72,Nicholas Dausi,PERSON
nyasatimes_72,Friday,DATE
nyasatimes_72,Lilongwe City,GPE
nyasatimes_72,Dausi,PERSON
nyasatimes_72,Dausi,PERSON
nyasatimes_72,30 metre,QUANTITY
nyasatimes_72,Dausi,PERSON
nyasatimes_72,Lilongwe City Council,ORG
nyasatimes_72,the Kawale River,LOC
nyasatimes_72,Dausi,PERSON
