doc_id,keyword
nyasatimes_64,rains
nyasatimes_70,people
nyasatimes_70,government
nyasatimes_70,mutharika
nyasatimes_70,floods
nyasatimes_70,households
nyasatimes_70,rains
nyasatimes_70,phalombe
nyasatimes_70,disaster
nyasatimes_70,malawi
nyasatimes_70,africa
nyasatimes_58,phiri
nyasatimes_58,people
nyasatimes_58,floods
nyasatimes_58,victims
nyasatimes_58,constituency
nyasatimes_58,items
nyasatimes_58,ben
nyasatimes_58,relief
nyasatimes_58,recent
nyasatimes_58,rains
malawi24_133,party
malawi24_133,mcp
malawi24_133,people
malawi24_133,manifesto
malawi24_133,malawians
malawi24_133,government
malawi24_133,flood
malawi24_133,victims
malawi24_133,floods
malawi24_133,country
times.mw_67,people
times.mw_67,house
times.mw_67,chimphepo
times.mw_67,mangochi
times.mw_67,district
times.mw_67,heavy
times.mw_67,rains
times.mw_67,year
times.mw_67,old
times.mw_67,burial
malawi24_20,floods
malawi24_20,flood
malawi24_20,malawi
malawi24_20,government
malawi24_20,billions
malawi24_20,dyke
malawi24_20,people
malawi24_20,districts
malawi24_20,nsanje
malawi24_20,year
nyasatimes_66,pil
nyasatimes_66,world
nyasatimes_66,vision
nyasatimes_66,malawi
nyasatimes_66,floods
nyasatimes_66,k10
nyasatimes_66,flood
nyasatimes_66,victims
nyasatimes_66,people
nyasatimes_66,country
nyasatimes_72,city
nyasatimes_72,river
nyasatimes_72,council
nyasatimes_72,lilongwe
nyasatimes_72,dausi
nyasatimes_72,houses
nyasatimes_72,floods
nyasatimes_72,flooding
nyasatimes_72,households
nyasatimes_72,banks
nyasatimes_99,mutharika
nyasatimes_99,floods
nyasatimes_99,president
nyasatimes_99,government
nyasatimes_99,people
nyasatimes_99,dykes
nyasatimes_99,malawi
nyasatimes_99,support
nyasatimes_99,flood
nyasatimes_99,saturday
nyasatimes_98,mcp
nyasatimes_98,people
nyasatimes_98,dpp
nyasatimes_98,mchacha
nyasatimes_98,manifesto
nyasatimes_98,party
nyasatimes_98,president
nyasatimes_98,launch
nyasatimes_98,zomba
nyasatimes_98,flood
nyasatimes_73,areas
nyasatimes_73,relief
nyasatimes_73,flooding
nyasatimes_73,affected
nyasatimes_73,lower
nyasatimes_73,shire
nyasatimes_73,dodma
nyasatimes_73,people
nyasatimes_73,malawian
nyasatimes_73,monday
nyasatimes_120,students
nyasatimes_120,items
nyasatimes_120,bac
nyasatimes_120,poly
nyasatimes_120,accountancy
nyasatimes_120,floods
nyasatimes_120,country
nyasatimes_120,camp
nyasatimes_120,senior
nyasatimes_120,village
nyasatimes_8,weather
nyasatimes_8,southern
nyasatimes_8,malawi
nyasatimes_8,heavy
nyasatimes_8,department
nyasatimes_8,mozambique
nyasatimes_8,rains
nyasatimes_8,winds
nyasatimes_8,statement
nyasatimes_8,public
malawi24_52,teachers
malawi24_52,government
malawi24_52,promotions
malawi24_52,education
malawi24_52,offices
malawi24_52,names
malawi24_52,way
malawi24_52,pt3
malawi24_52,elections
malawi24_52,dem
malawi24_91,pil
malawi24_91,people
malawi24_91,world
malawi24_91,vision
malawi24_91,floods
malawi24_91,items
malawi24_91,affected
malawi24_91,victims
malawi24_91,relief
malawi24_91,districts
malawi24_1,nsanje
malawi24_1,victims
malawi24_1,egidio
malawi24_1,sant
malawi24_1,chikwawa
malawi24_1,floods
malawi24_1,support
malawi24_1,items
malawi24_1,community
malawi24_1,food
nyasatimes_29,association
nyasatimes_29,zomba
nyasatimes_29,phalombe
nyasatimes_29,relief
nyasatimes_29,items
nyasatimes_29,chaweza
nyasatimes_29,kamdar
nyasatimes_29,malawians
nyasatimes_29,people
nyasatimes_29,floods
times.mw_28,floods
times.mw_28,march
times.mw_28,areas
times.mw_28,heavy
times.mw_28,southern
times.mw_28,statement
times.mw_28,cyclone
times.mw_28,mozambique
times.mw_28,nsanje
times.mw_28,department
nyasatimes_9,support
nyasatimes_9,uk
nyasatimes_9,malawi
nyasatimes_9,international
nyasatimes_9,aid
nyasatimes_9,people
nyasatimes_9,development
nyasatimes_9,mozambique
nyasatimes_9,victims
nyasatimes_9,dfid
nyasatimes_135,people
nyasatimes_135,president
nyasatimes_135,mutharika
nyasatimes_135,support
nyasatimes_135,homes
nyasatimes_135,camps
nyasatimes_135,malawi
nyasatimes_135,country
nyasatimes_135,government
nyasatimes_135,district
nyasatimes_109,world
nyasatimes_109,vision
nyasatimes_109,families
nyasatimes_109,water
nyasatimes_109,people
nyasatimes_109,flood
nyasatimes_109,food
nyasatimes_109,homes
nyasatimes_109,chikwawa
nyasatimes_109,floods
mwnation_50,rains
mwnation_50,areas
mwnation_50,nsanje
mwnation_50,houses
mwnation_50,district
mwnation_50,heavy
mwnation_50,damage
mwnation_50,electricity
mwnation_50,zomba
mwnation_50,disaster
nyasatimes_137,road
nyasatimes_137,contractor
nyasatimes_137,rains
nyasatimes_137,government
nyasatimes_137,days
nyasatimes_137,chikwawa
nyasatimes_137,blantyre
nyasatimes_137,thabwa
nyasatimes_137,plem
nyasatimes_137,diversion
nyasatimes_123,party
nyasatimes_123,malawians
nyasatimes_123,floods
nyasatimes_123,districts
nyasatimes_123,kalaile
nyasatimes_123,support
nyasatimes_123,resources
nyasatimes_123,people
nyasatimes_123,pp
nyasatimes_123,region
nyasatimes_17,relief
nyasatimes_17,heavy
nyasatimes_17,items
nyasatimes_17,blantyre
nyasatimes_17,amra
nyasatimes_17,rains
nyasatimes_17,asian
nyasatimes_17,muslim
nyasatimes_17,aid
nyasatimes_17,homes
malawi24_87,un
malawi24_87,malawi
malawi24_87,guterres
malawi24_87,people
malawi24_87,heavy
malawi24_87,flooding
malawi24_87,response
malawi24_87,food
malawi24_87,wfp
malawi24_87,chief
malawi24_78,victims
malawi24_78,pumpkins
malawi24_78,health
malawi24_78,meha
malawi24_78,hygiene
malawi24_78,items
malawi24_78,people
malawi24_78,environmental
malawi24_78,wash
malawi24_78,school
nyasatimes_122,utm
nyasatimes_122,usi
nyasatimes_122,people
nyasatimes_122,party
nyasatimes_122,fund
nyasatimes_122,blantyre
nyasatimes_122,vice
nyasatimes_122,president
nyasatimes_122,dr
nyasatimes_122,floods
nyasatimes_136,heavy
nyasatimes_136,rains
nyasatimes_136,storm
nyasatimes_136,nkhokwe
nyasatimes_136,weather
nyasatimes_136,tropical
nyasatimes_136,floods
nyasatimes_136,southern
nyasatimes_136,areas
nyasatimes_136,mozambique
nyasatimes_132,malawi
nyasatimes_132,china
nyasatimes_132,flood
nyasatimes_132,victims
nyasatimes_132,government
nyasatimes_132,people
nyasatimes_132,country
nyasatimes_132,xiusheng
nyasatimes_132,k36
nyasatimes_132,rice
nyasatimes_126,porridge
nyasatimes_126,learners
nyasatimes_126,wall
nyasatimes_126,hot
nyasatimes_126,lessons
nyasatimes_126,primary
nyasatimes_126,school
nyasatimes_126,heavy
nyasatimes_126,schools
nyasatimes_126,injures
nyasatimes_12,mhango
nyasatimes_12,bridge
nyasatimes_12,contractor
nyasatimes_12,shoddy
nyasatimes_12,projects
nyasatimes_12,minister
nyasatimes_12,sawa
nyasatimes_12,works
nyasatimes_12,quality
nyasatimes_12,construction
malawi24_83,people
malawi24_83,affected
malawi24_83,disaster
malawi24_83,malawi
malawi24_83,floods
malawi24_83,department
malawi24_83,management
malawi24_83,affairs
malawi24_83,rains
malawi24_83,districts
malawi24_55,mutharika
malawi24_55,president
malawi24_55,people
malawi24_55,victims
malawi24_55,hunger
malawi24_55,disaster
malawi24_55,relief
malawi24_55,items
malawi24_55,balaka
malawi24_55,traditional
nyasatimes_127,mia
nyasatimes_127,flood
nyasatimes_127,people
nyasatimes_127,abida
nyasatimes_127,victims
nyasatimes_127,initiative
nyasatimes_127,nsanje
nyasatimes_127,chikwawa
nyasatimes_127,life
nyasatimes_127,fatchi
nyasatimes_125,allowances
nyasatimes_125,subsistence
nyasatimes_125,rescue
nyasatimes_125,field
nyasatimes_125,dodma
nyasatimes_125,teams
nyasatimes_125,mdf
nyasatimes_125,officers
nyasatimes_125,soldiers
nyasatimes_125,operations
nyasatimes_131,bpc
nyasatimes_131,people
nyasatimes_131,blantyre
nyasatimes_131,club
nyasatimes_131,victims
nyasatimes_131,band
nyasatimes_131,malawi
nyasatimes_131,kanache
nyasatimes_131,flood
nyasatimes_131,press
nyasatimes_39,bank
nyasatimes_39,initiative
nyasatimes_39,floods
nyasatimes_39,fcb
nyasatimes_39,relief
nyasatimes_39,kadantot
nyasatimes_39,community
nyasatimes_39,areas
nyasatimes_39,victims
nyasatimes_39,long
malawi24_57,people
malawi24_57,moleni
malawi24_57,kalimanjira
malawi24_57,commissioner
malawi24_57,affected
malawi24_57,floods
malawi24_57,nkhotakota
malawi24_57,department
malawi24_57,disaster
malawi24_57,management
nyasatimes_11,river
nyasatimes_11,chipasula
nyasatimes_11,house
nyasatimes_11,water
nyasatimes_11,floods
nyasatimes_11,kaliyeka
nyasatimes_11,households
nyasatimes_11,lilongwe
nyasatimes_11,year
nyasatimes_11,minister
malawi24_80,river
malawi24_80,police
malawi24_80,district
malawi24_80,woman
malawi24_80,flooded
malawi24_80,ngwira
malawi24_80,rumphi
malawi24_80,area
malawi24_80,year
malawi24_80,old
malawi24_94,botswana
malawi24_94,government
malawi24_94,relief
malawi24_94,malawi
malawi24_94,people
malawi24_94,tonnes
malawi24_94,relationship
malawi24_94,floods
malawi24_94,march
malawi24_94,beef
malawi24_81,organization
malawi24_81,victims
malawi24_81,assistance
malawi24_81,support
malawi24_81,duwa
malawi24_81,way
malawi24_81,house
malawi24_81,youth
malawi24_81,items
malawi24_81,people
nyasatimes_10,camps
nyasatimes_10,mozambicans
nyasatimes_10,nsanje
nyasatimes_10,malawi
nyasatimes_10,chavula
nyasatimes_10,people
nyasatimes_10,area
nyasatimes_10,east
nyasatimes_10,bank
nyasatimes_10,flood
malawi24_42,flood
malawi24_42,donation
malawi24_42,people
malawi24_42,african
malawi24_42,malawi
malawi24_42,us$100,000
malawi24_42,officials
malawi24_42,union
malawi24_42,k74
malawi24_42,victims
nyasatimes_38,chakwera
nyasatimes_38,mcp
nyasatimes_38,members
nyasatimes_38,disaster
nyasatimes_38,people
nyasatimes_38,floods
nyasatimes_38,malawi
nyasatimes_38,party
nyasatimes_38,president
nyasatimes_38,southern
nyasatimes_130,people
nyasatimes_130,relief
nyasatimes_130,items
nyasatimes_130,district
nyasatimes_130,mutharika
nyasatimes_130,president
nyasatimes_130,victims
nyasatimes_130,disaster
nyasatimes_130,chikwawa
nyasatimes_130,households
nyasatimes_124,sana
nyasatimes_124,msungama
nyasatimes_124,victims
nyasatimes_124,items
nyasatimes_124,river
nyasatimes_124,kipandura
nyasatimes_124,kawale
nyasatimes_124,chipasula
nyasatimes_124,assorted
nyasatimes_124,cash
nyasatimes_129,airtel
nyasatimes_129,donation
nyasatimes_129,floods
nyasatimes_129,people
nyasatimes_129,computers
nyasatimes_129,technical
nyasatimes_129,country
nyasatimes_129,affected
nyasatimes_129,lilongwe
nyasatimes_129,households
nyasatimes_101,items
nyasatimes_101,victims
nyasatimes_101,bank
nyasatimes_101,floods
nyasatimes_101,dausi
nyasatimes_101,national
nyasatimes_101,k20
nyasatimes_101,disaster
nyasatimes_101,jiya
nyasatimes_101,lives
nyasatimes_21,partners
nyasatimes_21,prophet
nyasatimes_21,joshua
nyasatimes_21,followers
nyasatimes_21,victims
nyasatimes_21,blantyre
nyasatimes_21,emmanuel
nyasatimes_21,tv
nyasatimes_21,items
nyasatimes_21,people
nyasatimes_35,food
nyasatimes_35,machinga
nyasatimes_35,families
nyasatimes_35,friends
nyasatimes_35,items
nyasatimes_35,people
nyasatimes_35,floods
nyasatimes_35,affected
nyasatimes_35,mphithi
nyasatimes_35,grouping
nyasatimes_34,commission
nyasatimes_34,mec
nyasatimes_34,floods
nyasatimes_34,exercise
nyasatimes_34,statement
nyasatimes_34,ballot
nyasatimes_34,paper
nyasatimes_34,disaster
nyasatimes_34,voters
nyasatimes_34,vetting
nyasatimes_114,unilever
nyasatimes_114,malawi
nyasatimes_114,red
nyasatimes_114,cross
nyasatimes_114,victims
nyasatimes_114,soap
nyasatimes_114,phalombe
nyasatimes_114,changole
nyasatimes_114,camps
nyasatimes_114,flood
nyasatimes_100,grief
nyasatimes_100,victims
nyasatimes_100,malawi
nyasatimes_100,pope
nyasatimes_100,support
nyasatimes_100,mozambique
nyasatimes_100,zimbabwe
nyasatimes_100,francis
nyasatimes_100,closeness
nyasatimes_100,comfort
nyasatimes_128,pil
nyasatimes_128,people
nyasatimes_128,world
nyasatimes_128,vision
nyasatimes_128,floods
nyasatimes_128,items
nyasatimes_128,affected
nyasatimes_128,victims
nyasatimes_128,phalombe
nyasatimes_128,relief
nyasatimes_116,relief
nyasatimes_116,chimulirenji
nyasatimes_116,floods
nyasatimes_116,government
nyasatimes_116,zomba
nyasatimes_116,district
nyasatimes_116,areas
nyasatimes_116,minister
nyasatimes_116,people
nyasatimes_116,blankets
nyasatimes_2,people
nyasatimes_2,russian
nyasatimes_2,items
nyasatimes_2,malawi
nyasatimes_2,floods
nyasatimes_2,federation
nyasatimes_2,survivors
nyasatimes_2,donation
nyasatimes_2,russia
nyasatimes_2,assorted
nyasatimes_36,people
nyasatimes_36,disaster
nyasatimes_36,government
nyasatimes_36,madula
nyasatimes_36,training
nyasatimes_36,property
nyasatimes_36,senior
nyasatimes_36,disasters
nyasatimes_36,prone
nyasatimes_36,areas
nyasatimes_22,people
nyasatimes_22,chakwera
nyasatimes_22,floods
nyasatimes_22,mia
nyasatimes_22,mcp
nyasatimes_22,party
nyasatimes_22,victims
nyasatimes_22,flood
nyasatimes_22,nsanje
nyasatimes_22,relief
nyasatimes_23,red
nyasatimes_23,cross
nyasatimes_23,district
nyasatimes_23,liyati
nyasatimes_23,rains
nyasatimes_23,malawi
nyasatimes_23,communities
nyasatimes_23,phalombe
nyasatimes_23,matawa
nyasatimes_23,houses
nyasatimes_37,people
nyasatimes_37,areas
nyasatimes_37,disaster
nyasatimes_37,minister
nyasatimes_37,lilongwe
nyasatimes_37,floods
nyasatimes_37,days
nyasatimes_37,dausi
nyasatimes_37,city
nyasatimes_37,river
nyasatimes_3,support
nyasatimes_3,people
nyasatimes_3,uk
nyasatimes_3,malawi
nyasatimes_3,dfid
nyasatimes_3,immediate
nyasatimes_3,food
nyasatimes_3,
nyasatimes_3,aid
nyasatimes_3,statement
nyasatimes_103,tnm
nyasatimes_103,red
nyasatimes_103,cross
nyasatimes_103,people
nyasatimes_103,malawi
nyasatimes_103,relief
nyasatimes_103,items
nyasatimes_103,floods
nyasatimes_103,valentine
nyasatimes_103,agencies
mwnation_74,parts
mwnation_74,southern
mwnation_74,heavy
mwnation_74,rains
mwnation_74,central
mwnation_74,winds
mwnation_74,department
mwnation_74,strong
mwnation_74,region
mwnation_74,statement
nyasatimes_113,mia
nyasatimes_113,charity
nyasatimes_113,mcp
nyasatimes_113,people
nyasatimes_113,floods
nyasatimes_113,launch
nyasatimes_113,manifesto
nyasatimes_113,shire
nyasatimes_113,valley
nyasatimes_113,malawi
nyasatimes_107,items
nyasatimes_107,utm
nyasatimes_107,floods
nyasatimes_107,victims
nyasatimes_107,state
nyasatimes_107,people
nyasatimes_107,president
nyasatimes_107,chilima
nyasatimes_107,malawi
nyasatimes_107,national
nyasatimes_7,floods
nyasatimes_7,city
nyasatimes_7,lilongwe
nyasatimes_7,drainage
nyasatimes_7,systems
nyasatimes_7,councils
nyasatimes_7,land
nyasatimes_7,recent
nyasatimes_7,chavula
nyasatimes_7,council
malawi24_49,malawi
malawi24_49,state
malawi24_49,disaster
malawi24_49,mutharika
malawi24_49,region
malawi24_49,people
malawi24_49,floods
malawi24_49,southern
malawi24_49,heavy
malawi24_49,rains
nyasatimes_33,nyasa
nyasatimes_33,items
nyasatimes_33,floods
nyasatimes_33,football
nyasatimes_33,players
nyasatimes_33,people
nyasatimes_33,buckle
nyasatimes_33,assistance
nyasatimes_33,companies
nyasatimes_33,bb
nyasatimes_27,malawi
nyasatimes_27,chinese
nyasatimes_27,community
nyasatimes_27,floods
nyasatimes_27,donation
nyasatimes_27,disaster
nyasatimes_27,people
nyasatimes_27,victims
nyasatimes_27,k38
nyasatimes_27,relief
times.mw_115,health
times.mw_115,camps
times.mw_115,report
times.mw_115,women
times.mw_115,unfpa
times.mw_115,floods
times.mw_115,victims
times.mw_115,united
times.mw_115,nations
times.mw_115,district
nyasatimes_6,chilima
nyasatimes_6,people
nyasatimes_6,upland
nyasatimes_6,nsanje
nyasatimes_6,floods
nyasatimes_6,flood
nyasatimes_6,victims
nyasatimes_6,malawi
nyasatimes_6,vice
nyasatimes_6,president
nyasatimes_112,malawi
nyasatimes_112,floods
nyasatimes_112,disaster
nyasatimes_112,number
nyasatimes_112,khamula
nyasatimes_112,rains
nyasatimes_112,food
nyasatimes_112,government
nyasatimes_112,people
nyasatimes_112,flooding
nyasatimes_104,people
nyasatimes_104,mrcs
nyasatimes_104,relief
nyasatimes_104,floods
nyasatimes_104,camp
nyasatimes_104,support
nyasatimes_104,items
nyasatimes_104,red
nyasatimes_104,cross
nyasatimes_104,coordinator
nyasatimes_110,songwe
nyasatimes_110,basin
nyasatimes_110,river
nyasatimes_110,commission
nyasatimes_110,tanzanian
nyasatimes_110,project
nyasatimes_110,countries
nyasatimes_110,water
nyasatimes_110,development
nyasatimes_110,malawi
nyasatimes_138,pope
nyasatimes_138,malawi
nyasatimes_138,francis
nyasatimes_138,flood
nyasatimes_138,victims
nyasatimes_138,government
nyasatimes_138,people
nyasatimes_138,partners
nyasatimes_138,mussa
nyasatimes_138,catholic
nyasatimes_4,shelter
nyasatimes_4,people
nyasatimes_4,habitat
nyasatimes_4,humanity
nyasatimes_4,malawi
nyasatimes_4,box
nyasatimes_4,kits
nyasatimes_4,flood
nyasatimes_4,victims
nyasatimes_4,partnership
nyasatimes_18,staff
nyasatimes_18,members
nyasatimes_18,donation
nyasatimes_18,rotary
nyasatimes_18,club
nyasatimes_18,limbe
nyasatimes_18,flood
nyasatimes_18,victims
nyasatimes_18,press
nyasatimes_18,corporation
malawi24_89,club
malawi24_89,donation
malawi24_89,district
malawi24_89,blantyre
malawi24_89,chikwawa
malawi24_89,victims
malawi24_89,kanache
malawi24_89,people
malawi24_89,floods
malawi24_89,press
times.mw_102,southern
times.mw_102,floods
times.mw_102,department
times.mw_102,malawi
times.mw_102,region
times.mw_102,heavy
times.mw_102,rains
times.mw_102,statement
times.mw_102,prone
times.mw_102,areas
nyasatimes_31,government
nyasatimes_31,flood
nyasatimes_31,victims
nyasatimes_31,land
nyasatimes_31,camps
nyasatimes_31,homes
nyasatimes_31,chikwawa
nyasatimes_31,program
nyasatimes_31,fertile
nyasatimes_31,people
nyasatimes_25,people
nyasatimes_25,kamanga
nyasatimes_25,floods
nyasatimes_25,camp
nyasatimes_25,river
nyasatimes_25,area
nyasatimes_25,water
nyasatimes_25,salima
nyasatimes_25,village
nyasatimes_25,committee
malawi24_63,assistance
malawi24_63,malawi
malawi24_63,humanitarian
malawi24_63,government
malawi24_63,communities
malawi24_63,zambian
malawi24_63,disaster
malawi24_63,minister
malawi24_63,effects
malawi24_63,country
nyasatimes_19,mutharika
nyasatimes_19,disaster
nyasatimes_19,president
nyasatimes_19,victims
nyasatimes_19,affected
nyasatimes_19,traditional
nyasatimes_19,authority
nyasatimes_19,rains
nyasatimes_19,time
nyasatimes_19,people
times.mw_30,food
times.mw_30,maize
times.mw_30,floods
times.mw_30,security
times.mw_30,production
times.mw_30,situation
times.mw_30,report
times.mw_30,supply
times.mw_30,fao
times.mw_30,southern
nyasatimes_5,assistance
nyasatimes_5,humanitarian
nyasatimes_5,malawi
nyasatimes_5,communities
nyasatimes_5,affected
nyasatimes_5,rwanda
nyasatimes_5,effects
nyasatimes_5,minister
nyasatimes_5,zambia
nyasatimes_5,zambian
nyasatimes_105,tobacco
nyasatimes_105,association
nyasatimes_105,items
nyasatimes_105,tpa
nyasatimes_105,donation
nyasatimes_105,processors
nyasatimes_105,chisi
nyasatimes_105,island
nyasatimes_105,flood
nyasatimes_105,victims
nyasatimes_56,bank
nyasatimes_56,fdh
nyasatimes_56,floods
nyasatimes_56,relief
nyasatimes_56,blantyre
nyasatimes_56,district
nyasatimes_56,flood
nyasatimes_56,people
nyasatimes_56,week
nyasatimes_56,chikwama
nyasatimes_95,rains
nyasatimes_95,heavy
nyasatimes_95,north
nyasatimes_95,people
nyasatimes_95,districts
nyasatimes_95,weather
nyasatimes_95,experts
nyasatimes_95,centre
nyasatimes_95,regions
nyasatimes_95,disaster
nyasatimes_43,floods
nyasatimes_43,flood
nyasatimes_43,malawi
nyasatimes_43,people
nyasatimes_43,risk
nyasatimes_43,areas
nyasatimes_43,local
nyasatimes_43,community
nyasatimes_43,warning
nyasatimes_43,country
malawi24_13,bank
malawi24_13,floods
malawi24_13,relief
malawi24_13,initiative
malawi24_13,fcb
malawi24_13,kadantot
malawi24_13,community
malawi24_13,areas
malawi24_13,victims
malawi24_13,long
nyasatimes_41,school
nyasatimes_41,kaliati
nyasatimes_41,blocks
nyasatimes_41,floods
nyasatimes_41,mulanje
nyasatimes_41,primary
nyasatimes_41,utm
nyasatimes_41,member
nyasatimes_41,parliament
nyasatimes_41,constituency
nyasatimes_69,nkhokwe
nyasatimes_69,rains
nyasatimes_69,country
nyasatimes_69,rainfall
nyasatimes_69,trees
nyasatimes_69,thunderstorms
nyasatimes_69,activities
nyasatimes_69,dccms
nyasatimes_69,disruption
nyasatimes_69,outdoor
nyasatimes_82,christian
nyasatimes_82,aid
nyasatimes_82,needs
nyasatimes_82,food
nyasatimes_82,nutrition
nyasatimes_82,flood
nyasatimes_82,beneficiaries
nyasatimes_82,children
nyasatimes_82,response
nyasatimes_82,people
nyasatimes_97,victims
nyasatimes_97,program
nyasatimes_97,flood
nyasatimes_97,donors
nyasatimes_97,malawi
nyasatimes_97,resettlement
nyasatimes_97,government
nyasatimes_97,dausi
nyasatimes_97,deficit
nyasatimes_97,bank
nyasatimes_68,sawa
nyasatimes_68,group
nyasatimes_68,firm
nyasatimes_68,district
nyasatimes_68,people
nyasatimes_68,flood
nyasatimes_68,victims
nyasatimes_68,construction
nyasatimes_68,flour
nyasatimes_68,blankets
nyasatimes_40,utm
nyasatimes_40,items
nyasatimes_40,floods
nyasatimes_40,chidanti
nyasatimes_40,flood
nyasatimes_40,victims
nyasatimes_40,politics
nyasatimes_40,party
nyasatimes_40,kaliati
nyasatimes_40,officials
nyasatimes_54,maize
nyasatimes_54,malawi
nyasatimes_54,country
nyasatimes_54,crop
nyasatimes_54,metric
nyasatimes_54,tonnes
nyasatimes_54,percent
nyasatimes_54,floods
nyasatimes_54,surplus
nyasatimes_54,food
times.mw_96,school
times.mw_96,floods
times.mw_96,people
times.mw_96,schools
times.mw_96,learners
times.mw_96,education
times.mw_96,victims
times.mw_96,tents
times.mw_96,lessons
times.mw_96,country
malawi24_117,banda
malawi24_117,student
malawi24_117,river
malawi24_117,mudi
malawi24_117,blantyre
malawi24_117,school
malawi24_117,police
malawi24_117,flooded
malawi24_117,thursday
malawi24_117,afternoon
malawi24_16,floods
malawi24_16,learners
malawi24_16,district
malawi24_16,school
malawi24_16,notebooks
malawi24_16,people
malawi24_16,disaster
malawi24_16,total
malawi24_16,camps
malawi24_16,phalombe
nyasatimes_44,south
nyasatimes_44,malawians
nyasatimes_44,africa
nyasatimes_44,government
nyasatimes_44,malawi
nyasatimes_44,heavy
nyasatimes_44,rains
nyasatimes_44,floods
nyasatimes_44,shumba
nyasatimes_44,bodies
nyasatimes_93,church
nyasatimes_93,ecg
nyasatimes_93,malawi
nyasatimes_93,families
nyasatimes_93,bushiri
nyasatimes_93,people
nyasatimes_93,president
nyasatimes_93,mutharika
nyasatimes_93,activities
nyasatimes_93,prophet
nyasatimes_86,chilima
nyasatimes_86,floods
nyasatimes_86,people
nyasatimes_86,substandard
